(2.9,[(10, -20.5, 1.57, -10.0),(-20.5, 5, 0, -10.0)],(0,'',''))
(2.95,[(10, -20.0, 1.57, -10.0),(-20.0, 5, 0, -10.0)],(0,'',''))
(3.0,[(10, -19.5, 1.57, -10.0),(-19.5, 5, 0, -10.0)],(0,'',''))
(3.05,[(10, -19.0, 1.57, -10.0),(-19.0, 5, 0, -10.0)],(0,'',''))
(3.1,[(10, -18.5, 1.57, -10.0),(-18.5, 5, 0, -10.0)],(0,'',''))
(3.15,[(10, -18.0, 1.57, -10.0),(-18.0, 5, 0, -10.0)],(0,'',''))
(3.2,[(10, -17.5, 1.57, -10.0),(-17.5, 5, 0, -10.0)],(0,'',''))
(3.25,[(10, -17.0, 1.57, -10.0),(-17.0, 5, 0, -10.0)],(0,'',''))
(3.3,[(10, -16.5, 1.57, -10.0),(-16.5, 5, 0, -10.0)],(0,'',''))
(3.35,[(10, -16.0, 1.57, -10.0),(-16.0, 5, 0, -10.0)],(0,'',''))
(3.4,[(10, -15.5, 1.57, -10.0),(-15.5, 5, 0, -10.0)],(0,'',''))
(3.45,[(10, -15.0, 1.57, -10.0),(-15.0, 5, 0, -10.0)],(0,'',''))
(3.5,[(10, -14.5, 1.57, -10.0),(-14.5, 5, 0, -10.0)],(0,'',''))
(3.55,[(10, -14.0, 1.57, -10.0),(-14.0, 5, 0, -10.0)],(0,'',''))
(3.6,[(10, -13.5, 1.57, -10.0),(-13.5, 5, 0, -10.0)],(0,'',''))
(3.65,[(10, -13.0, 1.57, -10.0),(-13.0, 5, 0, -10.0)],(0,'',''))
(3.7,[(10, -12.5, 1.57, -10.0),(-12.5, 5, 0, -10.0)],(0,'',''))
(3.75,[(10, -12.0, 1.57, -10.0),(-12.0, 5, 0, -10.0)],(0,'',''))
(3.8,[(10, -11.5, 1.57, -10.0),(-11.5, 5, 0, -10.0)],(0,'',''))
(3.85,[(10, -11.0, 1.57, -10.0),(-11.0, 5, 0, -10.0)],(0,'',''))
(3.9,[(10, -10.5, 1.57, -10.0),(-10.5, 5, 0, -10.0)],(0,'',''))
(3.95,[(10, -10.0, 1.57, -10.0),(-10.0, 5, 0, -10.0)],(0,'',''))
(4.0,[(10, -9.5, 1.57, -10.0),(-9.5, 5, 0, -10.0)],(0,'',''))
(4.05,[(10, -9.0, 1.57, -10.0),(-9.0, 5, 0, -10.0)],(0,'',''))
(4.1,[(10, -8.5, 1.57, -10.0),(-8.5, 5, 0, -10.0)],(0,'',''))
(4.15,[(10, -8.0, 1.57, -10.0),(-8.0, 5, 0, -10.0)],(0,'',''))
(4.2,[(10, -7.5, 1.57, -10.0),(-7.5, 5, 0, -10.0)],(0,'',''))
(4.25,[(10, -7.0, 1.57, -10.0),(-7.0, 5, 0, -10.0)],(0,'',''))
(4.3,[(10, -6.5, 1.57, -10.0),(-6.5, 5, 0, -10.0)],(0,'',''))
(4.35,[(10, -6.0, 1.57, -10.0),(-6.0, 5, 0, -10.0)],(0,'',''))
(4.4,[(10, -5.5, 1.57, -10.0),(-5.5, 5, 0, -10.0)],(0,'',''))
(4.45,[(10, -5.0, 1.57, -10.0),(-5.0, 5, 0, -10.0)],(0,'',''))
(4.5,[(10, -4.5, 1.57, -10.0),(-4.5, 5, 0, -10.0)],(0,'',''))
(4.55,[(10, -4.0, 1.57, -10.0),(-4.0, 5, 0, -10.0)],(0,'',''))
(4.6,[(10, -3.5, 1.57, -10.0),(-3.5, 5, 0, -10.0)],(0,'',''))
(4.65,[(10, -3.0, 1.57, -10.0),(-3.0, 5, 0, -10.0)],(0,'',''))
(4.7,[(10, -2.5, 1.57, -10.0),(-2.5, 5, 0, -10.0)],(0,'',''))
(4.75,[(10, -2.0, 1.57, -10.0),(-2.0, 5, 0, -10.0)],(0,'',''))
(4.8,[(10, -1.5, 1.57, -10.0),(-1.5, 5, 0, -10.0)],(0,'',''))
(4.85,[(10, -1.0, 1.57, -10.0),(-1.0, 5, 0, -10.0)],(0,'',''))
(4.9,[(10, -0.5, 1.57, -10.0),(-0.5, 5, 0, -10.0)],(0,'',''))
(4.95,[(10, 0.0, 1.57, -10.0),(0.0, 5, 0, -10.0)],(0,'',''))
(5.0,[(10, 0.5, 1.57, -10.0),(0.5, 5, 0, -10.0)],(0,'',''))
(5.05,[(10, 1.0, 1.57, -10.0),(1.0, 5, 0, -10.0)],(0,'',''))
(5.1,[(10, 1.5, 1.57, -10.0),(1.5, 5, 0, -10.0)],(0,'',''))
(5.15,[(10, 2.0, 1.57, -10.0),(2.0, 5, 0, -10.0)],(0,'',''))
(5.2,[(10, 2.5, 1.57, -10.0),(2.5, 5, 0, -10.0)],(0,'',''))
(5.25,[(10, 3.0, 1.57, -10.0),(3.0, 5, 0, -10.0)],(0,'',''))
(5.3,[(10, 3.5, 1.57, -10.0),(3.5, 5, 0, -10.0)],(0,'',''))
(5.35,[(10, 4.0, 1.57, -10.0),(4.0, 5, 0, -10.0)],(0,'',''))
(5.4,[(10, 4.5, 1.57, -10.0),(4.5, 5, 0, -10.0)],(0,'',''))
(5.45,[(10, 5.0, 1.57, -10.0),(5.0, 5, 0, -10.0)],(0,'',''))
(5.5,[(10, 5.5, 1.57, -10.0),(5.5, 5, 0, -10.0)],(0,'',''))
(5.55,[(10, 6.0, 1.57, -10.0),(6.0, 5, 0, -10.0)],(0,'',''))
(5.6,[(10, 6.5, 1.57, -10.0),(6.5, 5, 0, -10.0)],(0,'',''))
(5.65,[(10, 7.0, 1.57, -10.0),(7.0, 5, 0, -10.0)],(0,'',''))
(5.7,[(10, 7.5, 1.57, -10.0),(7.5, 5, 0, -10.0)],(0,'',''))
(5.75,[(10, 8.0, 1.57, -10.0),(8.0, 5, 0, -10.0)],(0,'',''))
(5.8,[(10, 8.5, 1.57, -10.0),(8.5, 5, 0, -10.0)],(0,'',''))
(5.85,[(10, 9.0, 1.57, -10.0),(9.0, 5, 0, -10.0)],(0,'',''))
(5.9,[(10, 9.5, 1.57, -10.0),(9.5, 5, 0, -10.0)],(0,'',''))
(5.95,[(10, 10.0, 1.57, -10.0),(10.0, 5, 0, -10.0)],(0,'',''))
(6.0,[(10, 10.5, 1.57, -10.0),(10.5, 5, 0, -10.0)],(0,'',''))
(6.05,[(10, 11.0, 1.57, -10.0),(11.0, 5, 0, -10.0)],(0,'',''))
(6.1,[(10, 11.5, 1.57, -10.0),(11.5, 5, 0, -10.0)],(0,'',''))
(6.15,[(10, 12.0, 1.57, -10.0),(12.0, 5, 0, -10.0)],(0,'',''))
(6.2,[(10, 12.5, 1.57, -10.0),(12.5, 5, 0, -10.0)],(0,'',''))
(6.25,[(10, 13.0, 1.57, -10.0),(13.0, 5, 0, -10.0)],(0,'',''))
(6.3,[(10, 13.5, 1.57, -10.0),(13.5, 5, 0, -10.0)],(0,'',''))
(6.35,[(10, 14.0, 1.57, -10.0),(14.0, 5, 0, -10.0)],(0,'',''))
(6.4,[(10, 14.5, 1.57, -10.0),(14.5, 5, 0, -10.0)],(0,'',''))
(6.45,[(10, 15.0, 1.57, -10.0),(15.0, 5, 0, -10.0)],(0,'',''))
(6.5,[(10, 15.5, 1.57, -10.0),(15.5, 5, 0, -10.0)],(0,'',''))
(6.55,[(10, 16.0, 1.57, -10.0),(16.0, 5, 0, -10.0)],(0,'',''))
(6.6,[(10, 16.5, 1.57, -10.0),(16.5, 5, 0, -10.0)],(0,'',''))
(6.65,[(10, 17.0, 1.57, -10.0),(17.0, 5, 0, -10.0)],(0,'',''))
(6.7,[(10, 17.5, 1.57, -10.0),(17.5, 5, 0, -10.0)],(0,'',''))
(6.75,[(10, 18.0, 1.57, -10.0),(18.0, 5, 0, -10.0)],(0,'',''))
(6.8,[(10, 18.5, 1.57, -10.0),(18.5, 5, 0, -10.0)],(0,'',''))
(6.85,[(10, 19.0, 1.57, -10.0),(19.0, 5, 0, -10.0)],(0,'',''))
(6.9,[(10, 19.5, 1.57, -10.0),(19.5, 5, 0, -10.0)],(0,'',''))
(6.95,[(10, 20.0, 1.57, -10.0),(20.0, 5, 0, -10.0)],(0,'',''))
(7.0,[(10, 20.5, 1.57, -10.0),(20.5, 5, 0, -10.0)],(0,'',''))
(7.05,[(10, 21.0, 1.57, -10.0),(21.0, 5, 0, -10.0)],(0,'',''))
(7.1,[(10, 21.5, 1.57, -10.0),(21.5, 5, 0, -10.0)],(0,'',''))
(7.15,[(10, 22.0, 1.57, -10.0),(22.0, 5, 0, -10.0)],(0,'',''))
(7.2,[(10, 22.5, 1.57, -10.0),(22.5, 5, 0, -10.0)],(0,'',''))
(7.25,[(10, 23.0, 1.57, -10.0),(23.0, 5, 0, -10.0)],(0,'',''))
(7.3,[(10, 23.5, 1.57, -10.0),(23.5, 5, 0, -10.0)],(0,'',''))
(7.35,[(10, 24.0, 1.57, -10.0),(24.0, 5, 0, -10.0)],(0,'',''))
(7.4,[(10, 24.5, 1.57, -10.0),(24.5, 5, 0, -10.0)],(0,'',''))
(7.45,[(10, 25.0, 1.57, -10.0),(25.0, 5, 0, -10.0)],(0,'',''))
(7.5,[(10, 25.5, 1.57, -10.0),(25.5, 5, 0, -10.0)],(0,'',''))
(7.55,[(10, 26.0, 1.57, -10.0),(26.0, 5, 0, -10.0)],(0,'',''))
(7.6,[(10, 26.5, 1.57, -10.0),(26.5, 5, 0, -10.0)],(0,'',''))
(7.65,[(10, 27.0, 1.57, -10.0),(27.0, 5, 0, -10.0)],(0,'',''))
(7.7,[(10, 27.5, 1.57, -10.0),(27.5, 5, 0, -10.0)],(0,'',''))
(7.75,[(10, 28.0, 1.57, -10.0),(28.0, 5, 0, -10.0)],(0,'',''))
(7.8,[(10, 28.5, 1.57, -10.0),(28.5, 5, 0, -10.0)],(0,'',''))
(7.85,[(10, 29.0, 1.57, -10.0),(29.0, 5, 0, -10.0)],(0,'',''))
(7.9,[(10, 29.5, 1.57, -10.0),(29.5, 5, 0, -10.0)],(0,'',''))
(7.95,[(10, 30.0, 1.57, -10.0),(30.0, 5, 0, -10.0)],(0,'',''))
(8.0,[(10, 30.5, 1.57, -10.0),(30.5, 5, 0, -10.0)],(0,'',''))
(8.05,[(10, 31.0, 1.57, -10.0),(31.0, 5, 0, -10.0)],(0,'',''))
(8.1,[(10, 31.5, 1.57, -10.0),(31.5, 5, 0, -10.0)],(0,'',''))
(8.15,[(10, 32.0, 1.57, -10.0),(32.0, 5, 0, -10.0)],(0,'',''))
(8.2,[(10, 32.5, 1.57, -10.0),(32.5, 5, 0, -10.0)],(0,'',''))
(8.25,[(10, 33.0, 1.57, -10.0),(33.0, 5, 0, -10.0)],(0,'',''))
(8.3,[(10, 33.5, 1.57, -10.0),(33.5, 5, 0, -10.0)],(0,'',''))
(8.35,[(10, 34.0, 1.57, -10.0),(34.0, 5, 0, -10.0)],(0,'',''))
(8.4,[(10, 34.5, 1.57, -10.0),(34.5, 5, 0, -10.0)],(0,'',''))
(8.45,[(10, 35.0, 1.57, -10.0),(35.0, 5, 0, -10.0)],(0,'',''))
(8.5,[(10, 35.5, 1.57, -10.0),(35.5, 5, 0, -10.0)],(0,'',''))
(8.55,[(10, 36.0, 1.57, -10.0),(36.0, 5, 0, -10.0)],(0,'',''))
(8.6,[(10, 36.5, 1.57, -10.0),(36.5, 5, 0, -10.0)],(0,'',''))
(8.65,[(10, 37.0, 1.57, -10.0),(37.0, 5, 0, -10.0)],(0,'',''))
(8.7,[(10, 37.5, 1.57, -10.0),(37.5, 5, 0, -10.0)],(0,'',''))
(8.75,[(10, 38.0, 1.57, -10.0),(38.0, 5, 0, -10.0)],(0,'',''))
(8.8,[(10, 38.5, 1.57, -10.0),(38.5, 5, 0, -10.0)],(0,'',''))
(8.85,[(10, 39.0, 1.57, -10.0),(39.0, 5, 0, -10.0)],(0,'',''))
(8.9,[(10, 39.5, 1.57, -10.0),(39.5, 5, 0, -10.0)],(0,'',''))
(8.95,[(10, 40.0, 1.57, -10.0),(40.0, 5, 0, -10.0)],(0,'',''))
(9.0,[(10, 40.5, 1.57, -10.0),(40.5, 5, 0, -10.0)],(0,'',''))
(9.05,[(10, 41.0, 1.57, -10.0),(41.0, 5, 0, -10.0)],(0,'',''))
(9.1,[(10, 41.5, 1.57, -10.0),(41.5, 5, 0, -10.0)],(0,'',''))
(9.15,[(10, 42.0, 1.57, -10.0),(42.0, 5, 0, -10.0)],(0,'',''))
(9.2,[(10, 42.5, 1.57, -10.0),(42.5, 5, 0, -10.0)],(0,'',''))
(9.25,[(10, 43.0, 1.57, -10.0),(43.0, 5, 0, -10.0)],(0,'',''))
(9.3,[(10, 43.5, 1.57, -10.0),(43.5, 5, 0, -10.0)],(0,'',''))
(9.35,[(10, 44.0, 1.57, -10.0),(44.0, 5, 0, -10.0)],(0,'',''))
(9.4,[(10, 44.5, 1.57, -10.0),(44.5, 5, 0, -10.0)],(0,'',''))
(9.45,[(10, 45.0, 1.57, -10.0),(45.0, 5, 0, -10.0)],(0,'',''))
(9.5,[(10, 45.5, 1.57, -10.0),(45.5, 5, 0, -10.0)],(0,'',''))
(9.55,[(10, 46.0, 1.57, -10.0),(46.0, 5, 0, -10.0)],(0,'',''))
(9.6,[(10, 46.5, 1.57, -10.0),(46.5, 5, 0, -10.0)],(0,'',''))
(9.65,[(10, 47.0, 1.57, -10.0),(47.0, 5, 0, -10.0)],(0,'',''))
(9.7,[(10, 47.5, 1.57, -10.0),(47.5, 5, 0, -10.0)],(0,'',''))
(9.75,[(10, 48.0, 1.57, -10.0),(48.0, 5, 0, -10.0)],(0,'',''))
(9.8,[(10, 48.5, 1.57, -10.0),(48.5, 5, 0, -10.0)],(0,'',''))
(9.85,[(10, 49.0, 1.57, -10.0),(49.0, 5, 0, -10.0)],(0,'',''))
(9.9,[(10, 49.5, 1.57, -10.0),(49.5, 5, 0, -10.0)],(0,'',''))
(9.95,[(10, 50.0, 1.57, -10.0),(50.0, 5, 0, -10.0)],(0,'',''))
(10.0,[(10, 50.5, 1.57, -10.0),(50.5, 5, 0, -10.0)],(0,'',''))
(10.05,[(10, 51.0, 1.57, -10.0),(51.0, 5, 0, -10.0)],(0,'',''))
(10.1,[(10, 51.5, 1.57, -10.0),(51.5, 5, 0, -10.0)],(0,'',''))
(10.15,[(10, 52.0, 1.57, -10.0),(52.0, 5, 0, -10.0)],(0,'',''))
(10.2,[(10, 52.5, 1.57, -10.0),(52.5, 5, 0, -10.0)],(0,'',''))
(10.25,[(10, 53.0, 1.57, -10.0),(53.0, 5, 0, -10.0)],(0,'',''))
(10.3,[(10, 53.5, 1.57, -10.0),(53.5, 5, 0, -10.0)],(0,'',''))
(10.35,[(10, 54.0, 1.57, -10.0),(54.0, 5, 0, -10.0)],(0,'',''))
(10.4,[(10, 54.5, 1.57, -10.0),(54.5, 5, 0, -10.0)],(0,'',''))
(10.45,[(10, 55.0, 1.57, -10.0),(55.0, 5, 0, -10.0)],(0,'',''))
(10.5,[(10, 55.5, 1.57, -10.0),(55.5, 5, 0, -10.0)],(0,'',''))
(10.55,[(10, 56.0, 1.57, -10.0),(56.0, 5, 0, -10.0)],(0,'',''))
(10.6,[(10, 56.5, 1.57, -10.0),(56.5, 5, 0, -10.0)],(0,'',''))
(10.65,[(10, 57.0, 1.57, -10.0),(57.0, 5, 0, -10.0)],(0,'',''))
(10.7,[(10, 57.5, 1.57, -10.0),(57.5, 5, 0, -10.0)],(0,'',''))
(10.75,[(10, 58.0, 1.57, -10.0),(58.0, 5, 0, -10.0)],(0,'',''))
(10.8,[(10, 58.5, 1.57, -10.0),(58.5, 5, 0, -10.0)],(0,'',''))
(10.85,[(10, 59.0, 1.57, -10.0),(59.0, 5, 0, -10.0)],(0,'',''))
(10.9,[(10, 59.5, 1.57, -10.0),(59.5, 5, 0, -10.0)],(0,'',''))
(10.95,[(10, 60.0, 1.57, -10.0),(60.0, 5, 0, -10.0)],(0,'',''))
(11.0,[(10, 60.5, 1.57, -10.0),(60.5, 5, 0, -10.0)],(0,'',''))
(11.05,[(10, 61.0, 1.57, -10.0),(61.0, 5, 0, -10.0)],(0,'',''))
(11.1,[(10, 61.5, 1.57, -10.0),(61.5, 5, 0, -10.0)],(0,'',''))
(11.15,[(10, 62.0, 1.57, -10.0),(62.0, 5, 0, -10.0)],(0,'',''))
(11.2,[(10, 62.5, 1.57, -10.0),(62.5, 5, 0, -10.0)],(0,'',''))
(11.25,[(10, 63.0, 1.57, -10.0),(63.0, 5, 0, -10.0)],(0,'',''))
(11.3,[(10, 63.5, 1.57, -10.0),(63.5, 5, 0, -10.0)],(0,'',''))
(11.35,[(10, 64.0, 1.57, -10.0),(64.0, 5, 0, -10.0)],(0,'',''))
(11.4,[(10, 64.5, 1.57, -10.0),(64.5, 5, 0, -10.0)],(0,'',''))
(11.45,[(10, 65.0, 1.57, -10.0),(65.0, 5, 0, -10.0)],(0,'',''))
(11.5,[(10, 65.5, 1.57, -10.0),(65.5, 5, 0, -10.0)],(0,'',''))
(11.55,[(10, 66.0, 1.57, -10.0),(66.0, 5, 0, -10.0)],(0,'',''))
(11.6,[(10, 66.5, 1.57, -10.0),(66.5, 5, 0, -10.0)],(0,'',''))
(11.65,[(10, 67.0, 1.57, -10.0),(67.0, 5, 0, -10.0)],(0,'',''))
(11.7,[(10, 67.5, 1.57, -10.0),(67.5, 5, 0, -10.0)],(0,'',''))
(11.75,[(10, 68.0, 1.57, -10.0),(68.0, 5, 0, -10.0)],(0,'',''))
(11.8,[(10, 68.5, 1.57, -10.0),(68.5, 5, 0, -10.0)],(0,'',''))
(11.85,[(10, 69.0, 1.57, -10.0),(69.0, 5, 0, -10.0)],(0,'',''))
(11.9,[(10, 69.5, 1.57, -10.0),(69.5, 5, 0, -10.0)],(0,'',''))
(11.95,[(10, 70.0, 1.57, -10.0),(70.0, 5, 0, -10.0)],(0,'',''))
(12.0,[(10, 70.5, 1.57, -10.0),(70.5, 5, 0, -10.0)],(0,'',''))
(12.05,[(10, 71.0, 1.57, -10.0),(71.0, 5, 0, -10.0)],(0,'',''))
(12.1,[(10, 71.5, 1.57, -10.0),(71.5, 5, 0, -10.0)],(0,'',''))
(12.15,[(10, 72.0, 1.57, -10.0),(72.0, 5, 0, -10.0)],(0,'',''))
(12.2,[(10, 72.5, 1.57, -10.0),(72.5, 5, 0, -10.0)],(0,'',''))
(12.25,[(10, 73.0, 1.57, -10.0),(73.0, 5, 0, -10.0)],(0,'',''))
(12.3,[(10, 73.5, 1.57, -10.0),(73.5, 5, 0, -10.0)],(0,'',''))
(12.35,[(10, 74.0, 1.57, -10.0),(74.0, 5, 0, -10.0)],(0,'',''))
(12.4,[(10, 74.5, 1.57, -10.0),(74.5, 5, 0, -10.0)],(0,'',''))
(12.45,[(10, 75.0, 1.57, -10.0),(75.0, 5, 0, -10.0)],(0,'',''))
(12.5,[(10, 75.5, 1.57, -10.0),(75.5, 5, 0, -10.0)],(0,'',''))
(12.55,[(10, 76.0, 1.57, -10.0),(76.0, 5, 0, -10.0)],(0,'',''))
(12.6,[(10, 76.5, 1.57, -10.0),(76.5, 5, 0, -10.0)],(0,'',''))
(12.65,[(10, 77.0, 1.57, -10.0),(77.0, 5, 0, -10.0)],(0,'',''))
(12.7,[(10, 77.5, 1.57, -10.0),(77.5, 5, 0, -10.0)],(0,'',''))
(12.75,[(10, 78.0, 1.57, -10.0),(78.0, 5, 0, -10.0)],(0,'',''))
(12.8,[(10, 78.5, 1.57, -10.0),(78.5, 5, 0, -10.0)],(0,'',''))
(12.85,[(10, 79.0, 1.57, -10.0),(79.0, 5, 0, -10.0)],(0,'',''))
(12.9,[(10, 79.5, 1.57, -10.0),(79.5, 5, 0, -10.0)],(0,'',''))
(12.95,[(10, 80.0, 1.57, -10.0),(80.0, 5, 0, -10.0)],(0,'',''))
(13.0,[(10, 80.5, 1.57, -10.0),(80.5, 5, 0, -10.0)],(0,'',''))
(13.05,[(10, 81.0, 1.57, -10.0),(81.0, 5, 0, -10.0)],(0,'',''))
(13.1,[(10, 81.5, 1.57, -10.0),(81.5, 5, 0, -10.0)],(0,'',''))
(13.15,[(10, 82.0, 1.57, -10.0),(82.0, 5, 0, -10.0)],(0,'',''))
(13.2,[(10, 82.5, 1.57, -10.0),(82.5, 5, 0, -10.0)],(0,'',''))
(13.25,[(10, 83.0, 1.57, -10.0),(83.0, 5, 0, -10.0)],(0,'',''))
(13.3,[(10, 83.5, 1.57, -10.0),(83.5, 5, 0, -10.0)],(0,'',''))
(13.35,[(10, 84.0, 1.57, -10.0),(84.0, 5, 0, -10.0)],(0,'',''))
(13.4,[(10, 84.5, 1.57, -10.0),(84.5, 5, 0, -10.0)],(0,'',''))
(13.45,[(10, 85.0, 1.57, -10.0),(85.0, 5, 0, -10.0)],(0,'',''))
(13.5,[(10, 85.5, 1.57, -10.0),(85.5, 5, 0, -10.0)],(0,'',''))
(13.55,[(10, 86.0, 1.57, -10.0),(86.0, 5, 0, -10.0)],(0,'',''))
(13.6,[(10, 86.5, 1.57, -10.0),(86.5, 5, 0, -10.0)],(0,'',''))
(13.65,[(10, 87.0, 1.57, -10.0),(87.0, 5, 0, -10.0)],(0,'',''))
(13.7,[(10, 87.5, 1.57, -10.0),(87.5, 5, 0, -10.0)],(0,'',''))
(13.75,[(10, 88.0, 1.57, -10.0),(88.0, 5, 0, -10.0)],(0,'',''))
(13.8,[(10, 88.5, 1.57, -10.0),(88.5, 5, 0, -10.0)],(0,'',''))
(13.85,[(10, 89.0, 1.57, -10.0),(89.0, 5, 0, -10.0)],(0,'',''))
(13.9,[(10, 89.5, 1.57, -10.0),(89.5, 5, 0, -10.0)],(0,'',''))
(13.95,[(10, 90.0, 1.57, -10.0),(90.0, 5, 0, -10.0)],(0,'',''))
(14.0,[(10, 90.5, 1.57, -10.0),(90.5, 5, 0, -10.0)],(0,'',''))
(14.05,[(10, 91.0, 1.57, -10.0),(91.0, 5, 0, -10.0)],(0,'',''))
(14.1,[(10, 91.5, 1.57, -10.0),(91.5, 5, 0, -10.0)],(0,'',''))
(14.15,[(10, 92.0, 1.57, -10.0),(92.0, 5, 0, -10.0)],(0,'',''))
